Card 1,Card 2,Card 3,Score
5d,6c,Js,0.216318775
2c,8d,Qc,0.216318775
3s,9d,Jc,0.216318775
3c,6h,Qh,0.216276886
4c,7h,Qd,0.216276886
4d,7c,Jd,0.216274173
2c,7d,Qs,0.216230175
2d,8h,Kd,0.216192162
2d,7s,Qd,0.216189522
6c,7c,Qs,0.216183895
4c,6s,Ts,0.216065277
4s,6d,8d,0.216059984
2d,8c,Jc,0.216054465
4h,5c,7c,0.216012477
4d,7d,Th,0.215978211
3s,6h,Qh,0.215930162
5s,7h,Qc,0.215921865
5s,9c,Td,0.215913207
3d,5d,Jh,0.215889814
5c,6s,9d,0.215889814
4c,7s,Ts,0.215849992
4c,5d,Qh,0.215840117
5c,6d,Jh,0.215829817
4h,5h,7s,0.215820890
5c,7h,Js,0.215800053
3s,6c,Jc,0.215771884
4h,8c,9h,0.215760515
5d,6d,Th,0.215748664
5h,8d,Jc,0.215723385
4h,7d,Th,0.215721493
4c,5c,8h,0.215721493
2h,8s,Th,0.215708898
2h,3s,Kc,0.215682977
5s,8h,Js,0.215652715
3d,8s,Jh,0.215644956
2s,9s,Qd,0.215626129
3h,6s,Jh,0.215616315
3h,6d,7d,0.215607422
4h,7d,8h,0.215585131
3h,4s,Qh,0.215577387
2h,8c,Kd,0.215577387
5h,Js,Td,0.215570365
5s,6d,8d,0.215561398
4d,8s,Jh,0.215538974
3d,7c,Qc,0.215533776
5c,8d,Tc,0.215522271
4c,9d,Qs,0.215501068
5s,8d,Ts,0.215445583
3d,6c,Jh,0.215388471
2s,9h,Jh,0.215368084
2h,7d,Jh,0.215350727
3h,9d,Jd,0.215350727
4h,8s,Jh,0.215338547
5s,7h,Td,0.215329658
2d,4h,Kc,0.215284644
2d,8c,Ks,0.215193489
6d,7s,Js,0.215156476
5c,7h,Tc,0.215134509
4h,8h,Js,0.215100093
3d,7h,Qd,0.215083945
4c,8s,Qd,0.215074787
5h,6c,Tc,0.215040275
3s,8h,Qc,0.215040275
3d,8s,Td,0.215040275
4c,5h,Tc,0.215013344
5s,8s,Jd,0.215013344
3h,4s,5h,0.215013344
4d,7c,Ts,0.214955929
4h,7c,Jd,0.214955929
2h,4s,Qs,0.214915425
5c,9c,Td,0.214906607
3s,6s,Qc,0.214884987
3c,5h,7h,0.214881207
6h,8d,Js,0.214877632
3c,8h,Js,0.214859669
3d,9s,Th,0.214856337
4s,7h,Jc,0.214850239
3h,4c,Qc,0.214844796
2c,8s,Qd,0.214814122
2d,8d,Kh,0.214814122
5d,9s,Jh,0.214784120
5h,8d,9c,0.214783103
4c,9h,Ts,0.214748777
5s,7c,Td,0.214748777
6s,7h,Jh,0.214683360
3s,8s,Jh,0.214683360
5d,7c,Jd,0.214651293
2c,5h,Qh,0.214616052
4c,5s,6h,0.214588400
4h,7d,9h,0.214583970
3c,5h,Qd,0.214451797
3h,8h,Js,0.214429740
4s,8d,Tc,0.214420975
3s,6c,Kd,0.214420975
2h,6d,Qd,0.214411715
2h,9c,Tc,0.214409098
6c,8d,Jd,0.214401917
3h,5h,6c,0.214390556
4s,6d,Js,0.214360534
3s,8d,Ts,0.214349714
4s,8h,9d,0.214349714
3d,4c,Ks,0.214349714
3h,7d,Qs,0.214338272
4h,6s,Jd,0.214319331
4c,9d,Ts,0.214289349
3h,5h,6d,0.214259761
4c,9s,Jd,0.214216099
3c,4c,Qs,0.214173279
5s,8h,Jc,0.214140691
4s,7s,Jc,0.214111241
2d,9s,Ts,0.214100299
2d,6c,Ks,0.214063030
4h,9d,Ts,0.214063030
4h,7s,Td,0.214053517
4h,6c,Jc,0.214044636
2h,3s,Kd,0.214044636
4h,8s,Ts,0.214017338
3c,8c,Qs,0.213990388
2d,9s,Th,0.213942561
5c,7d,9c,0.213865653
4c,6h,Qs,0.213842726
2s,4s,Qh,0.213837218
4s,6h,Ts,0.213813458
3d,5c,6d,0.213812555
4h,6c,Qh,0.213811710
2d,9h,Jd,0.213786520
4s,7c,8c,0.213733706
3h,9c,Qd,0.213733706
3c,8c,Qh,0.213729850
3h,9s,Th,0.213678643
2c,7d,Ks,0.213652575
3c,4c,5d,0.213647786
4s,8h,Qs,0.213637101
2h,9h,Td,0.213626853
5h,7h,Tc,0.213551695
4c,5c,Js,0.213534766
2s,3c,Jc,0.213518332
5d,6s,Jd,0.213518332
4s,6h,Jh,0.213457730
3d,4d,Kh,0.213420841
3s,6s,Jc,0.213420841
2h,Jd,Ts,0.213408104
4h,9d,Td,0.213397257
4h,9c,Td,0.213387243
3s,4h,Jh,0.213383789
5s,6h,Th,0.213373976
4c,5d,Jc,0.213373976
2h,6h,Kc,0.213350993
4h,7d,9c,0.213336124
4h,9c,Ts,0.213272378
4h,6d,7h,0.213272378
4s,7d,Kh,0.213266942
5s,7h,Th,0.213244476
3s,5d,6d,0.213225826
4h,5s,Jh,0.213222296
2h,8c,Tc,0.213205847
3d,9s,Qs,0.213136346
2d,5c,Qs,0.213113801
3s,9c,Ts,0.213091556
4d,8h,Qs,0.213091556
4d,7d,Jc,0.213089636
2h,8h,Jd,0.213047945
4s,7c,Js,0.213044207
4c,5h,Qd,0.213040139
2c,8h,Th,0.213026567
4s,6d,Qh,0.213000007
6c,7c,9s,0.213000007
3d,6s,Qs,0.212978353
4d,5h,7c,0.212970628
6d,7c,Th,0.212964078
5h,7s,8d,0.212956988
3s,Jd,Th,0.212943779
3h,8h,Ts,0.212943779
5h,8s,Td,0.212943779
5c,8d,9h,0.212935906
4d,Js,Td,0.212927362
4h,6d,9h,0.212923736
2h,3h,8h,0.212903946
5c,7d,Js,0.212894569
5h,7s,9c,0.212842602
3s,7d,Qc,0.212815059
3s,Js,Td,0.212808616
3c,8d,Qc,0.212795811
4d,5d,Tc,0.212781966
3h,4c,Qd,0.212776806
4h,7h,8d,0.212762283
2d,3s,Ks,0.212758038
3c,9h,Qc,0.212742857
3c,Jc,Th,0.212742857
4h,6d,7d,0.212726406
2d,Qc,Th,0.212723682
2d,9d,Qc,0.212704753
3h,8d,Td,0.212667616
2h,6c,Kd,0.212667616
4s,5s,Jc,0.212667616
3d,4c,Qd,0.212648537
4s,6c,Qh,0.212611124
3h,5d,Js,0.212592781
2s,7c,9c,0.212585129
4s,9c,Th,0.212574674
4s,6c,7s,0.212545625
2c,6d,Ks,0.212539149
4h,5c,Qc,0.212533025
2h,9s,Th,0.212514814
4d,8h,Js,0.212496842
5c,6h,Tc,0.212496842
2s,9c,Jd,0.212496842
4s,7s,8c,0.212496842
2h,3d,Ks,0.212488412
3c,5c,Kh,0.212380797
3h,6h,Qs,0.212363686
3d,8d,Tc,0.212331051
2c,5c,Qh,0.212296538
4h,6c,8c,0.212246483
2h,6c,Qc,0.212230238
4h,7d,Qd,0.212219245
3d,7d,Jc,0.212214204
3s,5h,6s,0.212093107
5d,6h,Td,0.212052475
4c,6s,7c,0.212051557
5h,7c,Jd,0.212051557
4c,Jc,Th,0.212036961
4d,7s,Jh,0.212036961
3s,Jh,Ts,0.212006560
2h,9h,Jc,0.211976965
5h,9c,Th,0.211976965
4c,5h,7c,0.211934018
3h,6h,Ts,0.211892716
5h,8c,Th,0.211814681
5d,8s,9h,0.211772622
3s,8d,Td,0.211719170
2d,9s,Qh,0.211719170
4h,9h,Tc,0.211632213
2s,5s,Jd,0.211620422
3c,7s,Jd,0.211594652
4d,5s,6c,0.211582467
4h,9d,Jc,0.211546874
4s,6c,7d,0.211546874
2s,3d,Kh,0.211501544
3s,9h,Jc,0.211501544
3c,8h,9h,0.211479739
4h,8c,Tc,0.211469042
3h,8c,Jh,0.211417511
3d,5c,6c,0.211412530
2d,6c,Kh,0.211412530
5s,6c,9d,0.211372456
3s,8s,Jd,0.211360447
5d,6s,Qc,0.211360447
3h,4d,6d,0.211339637
2c,8h,Js,0.211297924
5h,7c,9d,0.211292866
4s,6s,Jc,0.211287841
6d,7h,Js,0.211277891
3d,8d,Qc,0.211277891
3s,8c,Jc,0.211258379
5h,7s,Jd,0.211189519
6s,8c,Jh,0.211152022
3d,8c,Tc,0.211125180
2h,9d,Qs,0.211107860
4c,8c,9h,0.211074522
2c,Jh,Ts,0.211049725
3h,8c,Kd,0.211049725
3d,8h,Qs,0.211015901
5s,8d,Jh,0.210991691
2c,7h,Qh,0.210968408
3c,9s,Jc,0.210946001
3c,6d,Ks,0.210933316
5s,6h,9c,0.210901926
4h,5d,Jd,0.210857911
4s,5c,6c,0.210804318
5s,6c,Th,0.210776014
3d,8h,Jh,0.210769180
3h,4s,Kd,0.210762439
3s,9d,Jh,0.210762439
5d,7c,9h,0.210749228
3h,8s,Qd,0.210749228
3s,5c,Qs,0.210730062
2c,9s,Tc,0.210717700
4d,6h,Jc,0.210705654
2d,3h,Kc,0.210688153
5s,7c,Ts,0.210628427
4d,5c,6h,0.210616923
4h,8h,9s,0.210605725
2h,6c,Jh,0.210589478
4s,6h,8s,0.210578996
3h,8c,Qc,0.210563771
4d,8h,Ks,0.210544347
4h,5d,7h,0.210487353
4c,7s,Tc,0.210487353
5s,8c,Kd,0.210477744
4c,7c,Jh,0.210477744
2h,7c,Qc,0.210473036
2c,9d,Jc,0.210417133
5c,8h,Jd,0.210349887
4c,8s,Jc,0.210316341
3c,9c,Td,0.210316341
4s,6h,Th,0.210309413
2h,8d,Qh,0.210289658
2h,5s,Qd,0.210210187
5s,7d,Th,0.210198442
5s,8c,Td,0.210192806
3d,9c,Jc,0.210187318
5s,7c,Tc,0.210184628
6h,7c,Jh,0.210184628
2d,3h,Ks,0.210176766
5d,6h,Jd,0.210159551
4s,6h,Qd,0.210050885
3d,7s,Qc,0.210050885
4d,6h,Qh,0.210047314
2s,6c,Kh,0.210045563
2s,6s,Qc,0.210040445
2s,5c,Kd,0.209923858
2s,8h,Qd,0.209920805
2d,5c,Qd,0.209919815
5h,8c,Ts,0.209917876
2c,4s,Ks,0.209914151
4c,8s,Qh,0.209913251
4s,6d,8s,0.209910619
3d,7h,Qs,0.209908920
2c,8s,Qs,0.209777115
4c,5s,7h,0.209777115
2d,6s,Qs,0.209777115
2d,Jc,Tc,0.209777115
4c,6h,Qc,0.209777115
2d,7c,Jd,0.209777115
2h,9c,Qs,0.209648316
4h,8c,Td,0.209642455
4s,7s,Jh,0.209639777
2d,6c,Qd,0.209636990
5s,8h,Th,0.209636990
2h,7c,Jc,0.209635068
3h,4c,5d,0.209509246
4c,8h,Jc,0.209507502
2s,9d,Td,0.209507502
5s,7s,9c,0.209498435
2c,5s,Qc,0.209486714
2d,6s,Qh,0.209380018
4c,5d,7s,0.209374877
3c,8c,Js,0.209361424
2d,5s,Kd,0.209361424
3d,5d,Qh,0.209247087
2h,6h,Td,0.209243675
5s,8d,Td,0.209210867
2s,3s,Kh,0.209206971
3h,5s,Jd,0.209186657
4c,5s,Qd,0.209113873
2h,Js,Td,0.209105269
4s,8h,Ts,0.209100883
2s,7h,Qs,0.209082749
2s,6c,Qc,0.209014590
4s,9s,Jh,0.208975234
4c,6h,Th,0.208975234
4c,6h,7s,0.208959408
3c,4h,Qs,0.208959408
2s,7s,Qc,0.208953992
3s,8h,9h,0.208948505
2s,7h,Ks,0.208948505
5s,9c,Jd,0.208942944
3h,8c,Js,0.208931595
4c,6d,Jc,0.208913980
2s,9c,Th,0.208864166
5s,7s,Tc,0.208852524
4c,5s,Js,0.208828325
2d,Jd,Tc,0.208822076
5h,8s,Tc,0.208809328
3d,9h,Tc,0.208809328
4c,7c,Qh,0.208796235
2c,8d,Tc,0.208789555
5d,7c,9d,0.208761899
2s,9h,Qd,0.208747481
4d,6h,8d,0.208732649
2c,3s,Qc,0.208698664
4c,5d,Jh,0.208691600
4s,9h,Js,0.208691600
3c,9d,Qd,0.208669841
4h,Js,Td,0.208669841
2s,Jh,Tc,0.208615512
5c,8d,Ts,0.208570401
3c,7s,Js,0.208546506
3s,9c,Qd,0.208521645
3d,5s,6d,0.208521645
4d,9d,Tc,0.208504506
5s,7d,Jd,0.208501021
3d,7h,Jh,0.208493112
4d,8d,9s,0.208477901
5s,8h,Tc,0.208443515
4d,5h,Jh,0.208426120
3s,8d,Kc,0.208408266
3s,7d,Qs,0.208361494
4s,7c,Ts,0.208317983
6d,7h,Jd,0.208317983
2c,4s,5s,0.208308579
2c,9h,Qc,0.208299054
4s,5d,7c,0.208289404
3c,7c,Qs,0.208279627
5s,9h,Ts,0.208279627
4h,7c,9h,0.208279627
5c,7h,Qd,0.208269721
2d,5c,Ks,0.208141700
3c,5c,Jh,0.208139742
4d,6c,Qs,0.208130870
6d,7d,Jh,0.208097500
3d,8h,Td,0.208037837
4d,6d,8c,0.208026530
2h,3h,6h,0.208014115
3d,7h,Th,0.207988748
4d,6s,Ts,0.207967720
3c,8s,Qc,0.207949299
4h,5d,8c,0.207943074
2d,4c,Kh,0.207943074
4c,8d,Jh,0.207914073
2d,3d,Kc,0.207904821
3h,6d,Kc,0.207902027
3d,5h,Js,0.207852246
3h,7c,Qs,0.207852246
5d,6c,9d,0.207828972
4d,Js,Th,0.207826351
5d,8d,9s,0.207826351
2s,7d,Ks,0.207804234
4c,9h,Td,0.207799750
4s,9h,Qd,0.207786175
5c,6c,Td,0.207765925
2d,7c,Kh,0.207744310
3h,7d,Th,0.207726100
5d,7c,Qs,0.207656099
2s,4s,5h,0.207643355
5s,8h,Td,0.207626743
3s,4c,6s,0.207615523
2s,4d,5d,0.207578410
5c,9s,Tc,0.207572387
2c,7s,Qs,0.207572387
5c,8d,9d,0.207557624
4d,6c,Jd,0.207527495
4c,5c,Th,0.207496537
3h,9d,Td,0.207496537
3h,4c,Qh,0.207492838
3s,8h,Th,0.207477925
3h,4s,Qs,0.207477925
4d,7h,9s,0.207462815
4c,8h,9c,0.207386893
2c,3s,Kh,0.207386893
4s,8s,Tc,0.207240553
2s,6h,Kh,0.207223180
2d,3d,8d,0.207218568
5h,8d,Qd,0.207201827
4c,7c,8s,0.207198453
4c,9h,Js,0.207150264
2d,5h,Qh,0.207115626
3d,4c,Qh,0.207115626
4s,8d,9d,0.207114726
3s,9d,Ts,0.207114726
5s,7h,Jh,0.207078213
3d,5c,6h,0.207045433
4h,5c,6d,0.207008930
2d,9h,Th,0.206990310
2d,7h,Qh,0.206979557
2s,6d,Kc,0.206934689
2h,8c,Qs,0.206913255
3c,8c,9d,0.206905694
4d,9d,Ts,0.206905694
4d,8h,Th,0.206893321
3d,Jh,Qs,0.206886614
5d,6h,9h,0.206852609
3h,8c,Jc,0.206827825
5d,6c,Jd,0.206824185
3s,5c,Qc,0.206807693
4s,8c,Qd,0.206807693
2h,9c,Jc,0.206785415
2d,3c,Kh,0.206766594
2s,5s,Kc,0.206765646
2c,7c,Qs,0.206745614
3d,7c,Qd,0.206726202
5d,8h,9c,0.206725314
2d,8h,Td,0.206706540
3c,7d,Jh,0.206683887
4h,6d,8c,0.206683887
4d,7h,8h,0.206666446
6s,8d,Jh,0.206662749
4d,6d,Ts,0.206604301
2h,6s,Kd,0.206597564
2c,6s,Js,0.206583031
3s,5d,Qc,0.206569592
5h,7d,Js,0.206561474
4d,8h,Jh,0.206548764
2c,4d,Kc,0.206539623
5s,6c,8h,0.206517474
6s,7c,Td,0.206516582
4d,6c,Js,0.206475002
3s,8d,Js,0.206466070
4c,7d,8c,0.206453812
3s,4s,Jc,0.206449170
4s,8c,Ts,0.206403859
2s,8c,Th,0.206382599
2h,5d,Qs,0.206343647
3d,9c,Td,0.206273972
5h,6h,Tc,0.206272148
4d,6c,Qc,0.206250114
3d,4h,6h,0.206249190
2h,8h,Jc,0.206225929
5d,9s,Tc,0.206204053
2s,5d,Qh,0.206203237
4d,8s,Ts,0.206178474
2d,5d,Kc,0.206178474
4s,7c,Jd,0.206178474
4s,5h,Th,0.206156973
3h,9s,Jd,0.206136777
5d,6c,Tc,0.206136777
5d,7h,9h,0.206099851
2c,9d,Js,0.206085287
3c,6c,Js,0.206066920
4s,5h,Ts,0.206054097
4h,6d,Qc,0.206049655
3s,6s,Jh,0.206018840
5h,7d,Jd,0.205975257
3c,6h,Qs,0.205954788
2d,3c,Ks,0.205906445
5h,7h,Ts,0.205893005
3c,5h,6d,0.205866820
2c,7c,Js,0.205854967
4h,5s,7c,0.205840279
3h,5c,Jc,0.205829191
2h,3c,Qs,0.205818786
3s,6s,Qh,0.205803075
2c,8c,Qd,0.205776611
3s,9d,Js,0.205767711
4c,8d,Qh,0.205749792
5s,8d,9h,0.205741676
4s,8d,Jh,0.205722611
6h,8c,Jd,0.205715300
4c,5s,Tc,0.205701983
2h,7c,Qh,0.205688578
2c,4c,Qh,0.205688578
5c,6d,Jd,0.205667133
5c,8s,Jd,0.205656219
3c,8h,Tc,0.205634064
4h,7d,Js,0.205634064
3d,7s,Qs,0.205602643
3c,6s,Qs,0.205547656
4h,6c,Jh,0.205547656
2c,6s,Kd,0.205519615
4h,6s,8h,0.205519615
2c,3c,Qd,0.205518733
3c,6s,7c,0.205491200
3s,9s,Td,0.205491200
4d,6c,7h,0.205463309
3h,7c,Kd,0.205435053
2d,4h,Ks,0.205433217
4s,5d,Jd,0.205400653
3d,6c,Tc,0.205380952
3d,9d,Jh,0.205380952
4d,9s,Th,0.205377415
4s,7d,8c,0.205377415
5s,7c,8d,0.205352498
3c,7h,Qd,0.205300513
5s,9d,Tc,0.205294470
6d,8c,Js,0.205288030
2h,7d,Ks,0.205271878
3c,5c,7s,0.205271878
2h,9d,Jc,0.205194939
3d,8s,Js,0.205193128
4h,6c,8s,0.205183732
2h,5s,Qh,0.205145133
3c,4d,Qd,0.205134422
2s,7s,Jc,0.205104501
4h,9s,Jc,0.205078810
6h,7d,Tc,0.205078810
2c,9s,Jd,0.205074192
6s,7s,Jd,0.205060695
4s,5h,6c,0.205013328
4d,6d,Jc,0.204996672
4c,5s,6d,0.204964003
4c,7s,Qh,0.204951526
6s,7c,Qc,0.204948920
2s,3h,Qh,0.204930886
3d,9s,Td,0.204883748
2d,7s,Qh,0.204863264
4d,5s,6s,0.204838379
5c,6d,Js,0.204794681
3c,7s,Qc,0.204747978
3h,5d,Jd,0.204729051
2c,8d,Jh,0.204720286
3h,7h,9d,0.204654471
4s,6c,7h,0.204627298
2c,Js,Td,0.204627298
3d,8c,Js,0.204620916
3h,9c,Jd,0.204598301
5s,8c,Qh,0.204586919
3h,8s,Jd,0.204581649
2s,4s,Kc,0.204557153
4s,6h,Qc,0.204543787
5h,7h,Td,0.204539754
2c,3d,Qc,0.204517563
4h,5h,6c,0.204510525
4h,7h,8s,0.204482184
3d,8c,Qh,0.204479443
2s,8d,Jh,0.204441039
4h,5d,Qs,0.204441039
3s,7c,Qc,0.204409981
3h,8c,Ks,0.204409981
3h,7h,Qc,0.204407302
2d,8c,9h,0.204373135
4d,8h,Jd,0.204373135
4c,7h,9h,0.204336745
3c,7h,Js,0.204303482
4c,5s,7s,0.204303482
4c,6s,Td,0.204272959
3h,6h,Jc,0.204270528
4s,5h,7h,0.204267977
6s,9h,Jd,0.204267977
3c,8d,9d,0.204259500
2s,9h,Tc,0.204235454
2s,8c,Qc,0.204235454
4s,6s,8h,0.204232009
2d,5d,Qc,0.204224572
3h,6c,9h,0.204199931
3h,7h,Ts,0.204186147
2d,7s,Qs,0.204181051
2h,9d,Jh,0.204163949
3s,7s,9h,0.204127500
5h,Jc,Ts,0.204083313
2h,5s,Qs,0.204044885
2d,8s,Td,0.204024116
2c,8c,Qh,0.204015256
5s,8s,Th,0.204005934
3d,9h,Td,0.203966451
3d,8d,Ts,0.203955498
4h,8c,Jc,0.203948832
4s,9d,Jc,0.203926423
3h,5c,Qs,0.203910446
2c,9s,Qs,0.203898462
4d,6c,Jh,0.203885840
2s,3c,Qc,0.203871551
2c,3s,Ks,0.203845632
4d,9s,Td,0.203845632
4c,5s,7c,0.203844690
2s,3s,Kc,0.203832136
3c,8d,Tc,0.203820652
4d,6s,8d,0.203817932
3s,5d,Kh,0.203806780
2d,5h,Qc,0.203792193
5h,9d,Th,0.203782347
2h,3d,Kh,0.203767415
3h,7s,Ts,0.203758788
4d,5c,8c,0.203727527
3s,8d,9s,0.203710673
2d,8h,9d,0.203687107
3c,7h,Kd,0.203687107
4h,7s,Th,0.203681795
2h,9c,Qh,0.203624069
3s,8c,Qh,0.203602806
5s,6h,Jd,0.203583185
3c,6c,Jh,0.203483873
2c,8c,9h,0.203480408
3s,9h,Js,0.203370335
4d,7c,9d,0.203353058
2c,4h,Ks,0.203278211
3h,4s,5c,0.203275712
3h,7h,Qd,0.203265258
5h,9s,Tc,0.203250074
2h,8s,Qd,0.203249199
4c,7d,Jd,0.203249199
4s,7h,Ts,0.203235456
3s,Jd,Tc,0.203221372
3s,7h,Jh,0.203220452
3c,5d,6h,0.203148233
2s,6h,Kc,0.203135583
4h,6d,7s,0.203135583
5s,7h,Tc,0.203123393
4c,9h,Jd,0.203123393
2s,5d,Kc,0.203123393
2h,6c,Qs,0.203047518
2s,9d,Th,0.203036793
2h,4c,5h,0.203036793
2h,6d,Qc,0.203036793
4h,5d,Jh,0.202973789
4d,9h,Tc,0.202939070
4c,7d,Jc,0.202930548
2h,7d,Qd,0.202879260
4s,5c,7d,0.202849390
3h,8d,Jh,0.202849390
2c,9h,Td,0.202842394
3h,8c,Qh,0.202842394
4h,5c,7s,0.202810101
2s,7s,Qd,0.202803663
5c,6h,Jc,0.202803663
3c,7d,Js,0.202757328
4s,6s,7c,0.202751942
5c,8s,Qd,0.202751942
5s,8d,Th,0.202751942
2c,5h,Qc,0.202720006
3d,5h,6d,0.202705824
5c,6s,Jc,0.202662785
3s,4h,Ts,0.202662785
2s,Jc,Td,0.202659098
3c,5d,Td,0.202567629
3h,7h,Js,0.202565661
3s,4d,5h,0.202560187
4c,5h,9c,0.202515138
3s,5c,Qh,0.202514214
3h,9c,Td,0.202512467
4s,9d,Qc,0.202510841
3c,5h,Qc,0.202465848
4s,5d,Qd,0.202465848
3s,5h,Qs,0.202417748
3d,7h,Jd,0.202416834
3d,7s,Qh,0.202324946
3h,9s,Jc,0.202322334
4d,7c,8c,0.202227955
3c,6d,Jh,0.202218846
5h,7d,Tc,0.202178506
3s,7c,Ts,0.202128405
4h,6d,Jh,0.202128405
2s,8c,Qd,0.202098371
4c,5c,8d,0.202091711
2c,9c,Th,0.202000657
3d,6h,Ks,0.201983257
3h,7c,Qh,0.201983257
4s,5c,Ts,0.201950861
5c,7h,Qs,0.201941345
4c,8h,Jd,0.201941345
3d,6d,Qs,0.201910562
4s,8d,Qh,0.201900423
4s,5d,6h,0.201900423
4d,7c,Jh,0.201889906
3h,5d,Qs,0.201889906
4h,5c,Td,0.201881546
3s,7d,Jd,0.201878991
4d,5c,Kh,0.201878991
3c,7c,Js,0.201849331
5h,9h,Ts,0.201843613
2s,8h,Jh,0.201837788
2c,8s,9c,0.201825805
5h,6h,9d,0.201797572
5c,8s,Td,0.201784977
4d,8h,Ts,0.201771898
4c,8c,Td,0.201771898
5c,6h,Ts,0.201745132
2h,Js,Tc,0.201719959
5c,6h,Jd,0.201706236
2h,3c,Kd,0.201653486
4s,6d,7s,0.201638979
2h,4s,Kc,0.201615884
2s,4h,Qh,0.201600041
2d,5h,Jh,0.201528296
4d,5s,Qh,0.201509085
3h,9c,Tc,0.201473155
3c,5s,6c,0.201472245
5h,7s,Td,0.201343541
2h,3d,Jh,0.201296669
4c,7d,Tc,0.201286876
4s,9d,Td,0.201286876
3d,6h,Jd,0.201242074
2d,7h,Qc,0.201205285
3c,5d,Jd,0.201186772
2h,7d,Qh,0.201147548
2c,9c,Ts,0.201145759
2c,3h,Qh,0.201138018
3h,5s,Js,0.201138018
5s,6d,9s,0.201130748
4s,9s,Tc,0.201130748
3s,4d,Qs,0.201123907
5s,6c,Qd,0.201085400
2c,6h,Qc,0.201079513
3c,5s,6s,0.201068791
4h,6s,8c,0.201043116
5d,9c,Th,0.201038886
4c,7c,Th,0.201034897
2d,8d,Js,0.200958204
3d,9s,Js,0.200929243
4h,8h,Jc,0.200928320
4s,5d,Qh,0.200928320
2h,9s,Tc,0.200869784
2s,4h,Jh,0.200868848
2d,8s,9s,0.200868848
4s,5h,Jc,0.200842840
2s,7c,Qh,0.200841123
5h,6d,8h,0.200813140
4s,5d,Js,0.200810467
4s,7h,8c,0.200807623
2s,5h,Kd,0.200745550
4s,8c,9c,0.200722765
4h,7s,Jd,0.200711144
3s,4c,Js,0.200695836
4d,5h,Qs,0.200695836
3h,8d,Js,0.200662403
5h,6c,Jh,0.200643871
3c,7d,Qd,0.200565086
3s,6h,Js,0.200560582
2c,3c,7c,0.200554068
3h,5s,6h,0.200550233
6s,7d,Jh,0.200550233
4s,6s,Td,0.200514009
4s,8d,9s,0.200501628
5s,8c,9d,0.200501628
3d,4h,Qh,0.200488424
4c,6s,Tc,0.200478170
4h,6s,7h,0.200462527
2c,4h,Kd,0.200451771
2c,4h,5h,0.200427752
4h,8c,Th,0.200412685
4h,8s,Jd,0.200410951
2d,9d,Th,0.200404311
2h,5d,Qd,0.200388690
3d,4d,Qh,0.200381427
2h,8d,Jd,0.200381427
4c,7c,Jd,0.200365284
3c,7d,Tc,0.200359080
3d,4s,Qh,0.200342444
3c,8d,Jd,0.200337252
4d,8c,Td,0.200324751
2s,3s,Kd,0.200320151
2c,8c,Jd,0.200236900
2c,6s,Qs,0.200216228
3h,8c,Tc,0.200194224
3h,6s,Jd,0.200172769
4s,9c,Jh,0.200106836
3h,4h,Js,0.200092061
6h,7s,Jd,0.200086589
3h,4s,6s,0.200047568
3h,7d,9d,0.200028760
2d,4c,Ks,0.200010396
3c,5d,Kh,0.200001377
4d,5d,Jh,0.199992463
2d,4s,Qc,0.199992463
2d,7s,Kh,0.199982777
4c,6s,8s,0.199972215
4h,6c,Tc,0.199903489
3s,5s,Jd,0.199899642
2c,8c,Ts,0.199885401
3h,8h,Jc,0.199850570
3c,7s,Jc,0.199833792
2c,8s,Qh,0.199767059
4s,7d,Jc,0.199763105
2h,7h,Qc,0.199736096
5c,7d,Jc,0.199669892
4d,5s,7h,0.199655655
5d,9d,Tc,0.199576082
5d,6c,Qs,0.199575151
2s,8d,Js,0.199563190
5c,6s,Tc,0.199561373
4h,7c,8h,0.199550597
6d,7d,Th,0.199547936
3d,8c,9d,0.199547936
4c,8c,9s,0.199547936
3s,5d,9d,0.199538292
3s,4s,5d,0.199534828
4h,7s,Jc,0.199522038
5c,6h,Js,0.199522038
5d,8c,Ts,0.199485459
4d,5c,Tc,0.199470012
3d,5s,Js,0.199465934
2s,3c,Kd,0.199419487
3h,9c,Jc,0.199373859
3s,7d,9d,0.199363135
2h,8d,Qs,0.199352664
3h,6h,Jd,0.199284973
2c,9d,Th,0.199243934
4h,5c,8s,0.199234530
4c,6d,7s,0.199216397
4d,6c,Th,0.199216397
3h,5d,Qc,0.199216397
2h,3d,Qd,0.199208613
2h,5d,6d,0.199207652
4h,6s,Js,0.199199112
2d,8h,Jd,0.199166862
4d,6s,9d,0.199155086
2d,9s,Jc,0.199146918
2s,3c,Qs,0.199146918
2s,8h,Jc,0.199131159
2d,8s,Ts,0.199099148
4s,5h,7d,0.199069339
4c,7s,Jd,0.199062328
4c,7d,Jh,0.199062328
6h,7c,Td,0.198998815
4h,5c,7h,0.198938556
2c,8h,9h,0.198927357
2h,7h,Kc,0.198841594
5d,8c,Th,0.198770737
2d,7d,Qh,0.198698957
5d,8h,Js,0.198698957
2s,8c,Jd,0.198691302
6d,7h,Jh,0.198629892
4s,6c,Js,0.198629892
5h,6d,Jd,0.198628041
4c,6h,7d,0.198626234
3h,9s,Tc,0.198626234
4h,7s,9h,0.198558402
3d,5d,Ts,0.198554403
4s,7s,Td,0.198551656
2c,3d,Qd,0.198550783
3h,9c,Js,0.198547490
3s,6h,Qd,0.198477885
4c,8s,Jh,0.198411223
